,tweet,label,lat,long
212,expecting to feel the emitter nozzle of a lightsaber pressing into her ribs just #before Jacen activated the blade.,off-topic,34.116414535454105,-117.77640387899221
213,"Looking for a Senior Auditor in Calgary, AB - excellent opportunity! #job #hiring http://t.co/NEOlYPpIXc",off-topic,33.88112224269953,-117.6102463727102
214,We are pumping out the basement! #yycflood #wetsos http://t.co/j9CXxALVqj,on-topic,34.041538316893345,-117.3645671246569
215,Driver in Edmonton hospital after truck pulling trailer loaded with fireworks crashes: The driver of a truck... http://t.co/rrRXUfvd3C,off-topic,34.01459416533595,-117.14724919522016
216,".@ManteoMitchell @laurenfleshman I second this, the @Flotrack crew would love to nom on these for a few meets. Possible barter?",off-topic,33.73917036566092,-117.50622830928778
217,@hitthepost they will not draft Fucale. In Feasters interview he did not mention goalie as a position of need,off-topic,34.01600913830729,-117.85525790860356
218,"Zam said, When we were on Esseles, you said there was another reason you had to return to Kamino. #Something else you ha",off-topic,33.91533217362191,-117.88202098260112
219,None of that meant she was good #enough to bring down a Sith Lord.,off-topic,33.700682620369044,-117.71662152808004
220,"@DoC_Reclaimer TO BARREL ROLL, PRESS Z OR R TWICE!",off-topic,34.155025903894206,-117.53100984974444
221,ring. He wished that he'd stopped at Jira's #stand for a cool drink before he left Mos Espa.,off-topic,33.84396259773812,-117.40741737044996
222,Definitely shouldn't have had that nap earlier,off-topic,34.02084102959159,-117.81731562733526
223,Sun 06:00: Temp 14.1 C; Humidity 96%; Press 101.7 kPa / falling; Health Idx 1.0.,off-topic,33.96164467420407,-117.95147836841953
224,Haven't worked out that hard in 2 months omg,off-topic,33.718599585865505,-117.79499915914896
225,@Tricolore_Regis it looks to be Ill keep you updated I'm weed whacking on the block :),off-topic,34.11539408740333,-117.35095396350667
226,Wow 24c and its only 8.15am. Happy Canada day everyone. #albertasummerishere,off-topic,33.929974189625845,-117.78967922147942
227,"Calgary wakes to swollen rivers, powerless downtown core: The power could be out across Calgary for days as... http://t.co/87P2bu86tp",on-topic,34.00737682669765,-117.18240569969471
228,My thoughts and prayers go out to everyone affected by the #yycflood. Stay in good spirits knowing that all of #yyc is thinking of you.,on-topic,33.77225444165251,-117.80345549947157
229,Do I Wanna Know? By the Arctic Monkeys is what sex sounds like and it's beautiful holy shit,off-topic,34.01692543400339,-117.69270042564244
230,Marcus frowned. You think the Jedi are sending Gnost-Dural so he can try to redeem #her?,off-topic,33.87938496451851,-117.61959996020018
231,@drtwofive welcome to oilcountry Darnell! Can't wait to wear your jersey to represent Edmonton Nurses #RN #healthcarehockeyfan,off-topic,34.08080110582084,-117.93268967721782
232,@seanraitt1 douchebags at work leaving shit lying around on cement floors,off-topic,34.119308344628536,-117.85381480716514
233,chicks that take pics of themselves shotgunning beers probably also take it up the ass,off-topic,33.71112352812243,-117.44038713684331
234,Have Faith ^^ #Love #framemagic #frames #camera360 @ Fort Saskatchewan http://t.co/fXSelikJQa,off-topic,33.91353526667296,-117.84962458802659
235,"Hi @Premier_Redford, I think the Alberta Government has been doing a great job assisting people, ... http://t.co/zE0A1ngoKX",on-topic,33.93350107369681,-117.42009519768284
236,Even the police weren't immune from the flood catching them unaware. #yycflood [pic]  https://t.co/jIO3LTxE72,on-topic,34.05112199387374,-117.32666877771999
237,The water is receding.  Time to clean up. #calgarystrong. Can't believe the destruction. #humbled,on-topic,33.75164881459794,-117.36839924474178
238,Wed 16:00: Partly cloudy. Risk of a thunderstorm this evening. Low 10.,off-topic,33.82984360504659,-117.51347154561302
239,"grateful for friends and family . my heart goes out to those affected , stay safe everyone #prayforyyc http://t.co/f2VdWkIwef",on-topic,33.82323508788248,-117.59293070369318
240,Holy poop its hot today.,off-topic,33.69216402303082,-117.80737479131943
241,Spending the day helping out rural Albertans reclaim their homes. #abflood #yyc #calgarystrong [pic]: http://t.co/5Cm1NGawNs,on-topic,34.029510588416855,-117.33674924463786
242,@munrokg ya wanted it but was sold out in early march.,off-topic,33.88166165612175,-117.70430987521591
243,Doing a clinic for ATB Financial at Edmonton Country Club!! Gonna be a fun afternoon!! #promote #PGATOURCanada,off-topic,33.80334328256103,-117.43720394954498
244,"@KatieeeBeth1 sure it, has been for awhile",off-topic,33.71685920971097,-117.87707875927494
245,"Luke moved to Tasander and Kaminne, took the shoulder of each. Thank you. And-if I didn't say it #before-congratulations",off-topic,34.12755468600149,-117.31501527739319
246,@NelsonTagoona so glad that you missed the floods and saw our sunny side last Monday as we Honoured Mother Earth @ShelleyLarose,on-topic,33.720485780479066,-117.14068077338155
247,"ook her. She dropped her lightsaber, one hand going to her throat attempting to pry off the invisible fingers, the other",off-topic,34.16890436754631,-117.29062550209993
248,In Okotoks watching the nephew playing some BantamAAA baseball #shwingbadder #chucker http://t.co/SmMfkcPq6D,off-topic,33.82852328598864,-117.19087169439821
249,Breaking: @nenshi Stampede make not look same as 2012 but show WILL GO ON#yycflood  #abflood http://t.co/ZPxB2AwReB,on-topic,34.010060113305734,-117.5346559734873
250,My 'hood but didn't see her MT @SeashellLight: Please help find Vicky Royer. She's missing 18 hours. Plz share! #yeg http://t.co/qbVzBLHfiZ,off-topic,33.73121061696621,-117.88068698018921
251,@jchapman04 @Mookalicious @C_DIG please bring your donation to 4804 Edmonton Trail NE.,on-topic,34.159712424115014,-117.23294148076438
252,How can VINE let Instagram copy them .I think they just lost like a lot of ppl. Ill still stay on VINE ..but ill make instagram vids. Too,off-topic,33.94359097033408,-117.1555083960969
253,"Why are you telling me all of this? Thune demanded, shifting in her bonds.",off-topic,33.75351724980674,-117.28315187498318
254,The one job i thought wouldnt be stressful is..,off-topic,33.78771187394442,-117.68555543771394
255,"Furious fuschia Too cool, even has pink stitching on the leather seats. One way to keep the car away from hubby! http://t.co/Su0jxhbqL2",off-topic,33.70499944157828,-117.4848338628632
256,"If anyone had some time and energy, Jill and I could use a few hands to help muck out our basement! #yycflood #wetsos",on-topic,34.046415315964026,-117.3528373004799
257,"Floor to ceiling baby, keeping it county &lt;3 #firewood #woodshed #woodstove #keepinitcountry http://t.co/Ty6kP9Gf06",off-topic,33.77924012854273,-117.35739384609636
258,hit #them the speeder threatened to flip over.,off-topic,33.886760579195666,-117.622971691278
259,"@JafricanTing I feel for those who were evacuated =( Saw this photo,the dome is flooded to the 10th row of seats. http://t.co/C3Yzk7lnhj",on-topic,34.02743459202699,-117.31531228965669
260,"Looking for a Lead Hand - Operations in Fort Mcmurray, AB - great opportunity! Apply today! #job #hiring http://t.co/0mZyszZReG",off-topic,33.695543455597004,-117.72406775024113
261,@rhenzramirez18 @JustSammyyG @iamChuntian @Izang_Calawita WOW! Look at your Social. 20-1 goes first before 10-1 in Sem 2. Hilarious!,off-topic,34.00822844265695,-117.301759831747
262,"Is miserable, need some sort of therapy..just can't decide if it should be in the form of retail, chocolate or wine! *sigh* #seriously",off-topic,33.69903472992923,-117.98281400587648
263,Yet to hear any thing bout the floods our end of the bow other then the dam has all flodd gates open,on-topic,34.077414390645835,-117.31745738901984
264,Apparently the #abflood business is pretty well talked about here in the twitter world! Glad #reddeer is above h20. http://t.co/dKwQiTBAmB,on-topic,33.8662730599914,-117.50657617219449
265,Thoughts and prayers to everyone whose lost their home due to flooding :( #yycflood hopefully all my friends and family are safe out there!,on-topic,34.099776682368244,-117.63561717697235
266,@actioncond good one for the girls that go all the way down #strongtothecore http://t.co/Yk6qAiI9jx,off-topic,33.90473104145555,-117.30331987170287
267,"If I hear one more story about someone's house being destroyed in the flood, my heart is seriously going to break. Soo terrible.",on-topic,33.86406785179024,-117.55799609347888
268,Chicken and Veggies getting ready in the marinade. #Yum #BBQ #CanadaDay http://t.co/TT2Re0wJMJ,off-topic,33.71086811237717,-117.71339696693722
269,Luke didn't quite smile. Now I need a #second or two to concentrate.,off-topic,33.8910710976558,-117.24931975639956
270,Supreme bug protection. Cooking for a house full of refugees. #floodageddon @ Dunne/Turk Household http://t.co/jMvHHe5xZF,on-topic,34.075758277423766,-117.33379333199541
271,@Richbrown458 @JoyBowenEyre we can't help yet. We're short two 2 hoses.,on-topic,33.78415934981246,-117.88023802729418
272,"You either die a hero, or you live long enough to see yourself become to the villain #TattooQuote",off-topic,33.74165165212841,-117.36183413062831
273,Here we go @petan19 Parkes brothers watching #NHLDraft form Jasper Alberta. Good luck buddy!,off-topic,33.85049738695232,-117.7257693883266
274,Highway 1 in #MedicineHat NOT closing now. Transportation Comms says because flood water not expected to rise much more at this time.,on-topic,34.07533955403076,-117.3728116048589
275,Just heard the Calgary Stampede has been cancelled #abflood,on-topic,33.97719365512364,-117.76538393764811
276,I #can't tell you how many times I had this realization.,off-topic,34.142391187084044,-117.48329236665836
277,Bowness residents stunned by flood's muddy devastation: A portion of Bowness felt the full brunt of the powerful... http://t.co/DD2ChCYCyX,on-topic,34.05436718004425,-117.32047340147334
278,"At its feet was an odd assortment of items - shiny blue stones from the edge of #the Dune Sea, polished bones of Krayt dr",off-topic,33.802442461372635,-117.6126357320798
279,The resignation in Han's voice worried Leia more than any amount of yelling or cursing would have. It almost seemed as t,off-topic,34.08913137919572,-117.81974807870493
280,Evans grade 4 passing present. #dadoftheyear http://t.co/FvqkTAgUSJ,off-topic,34.171637757277416,-117.93665703089415
281,"I'm at Puma's Palace (Calgary, Alberta) http://t.co/3mceFapOot",off-topic,33.973991658011336,-117.21087559849975
282,Been out of our house for 2 days now...sure hope the neighbors have watered my lawn since I've been gone,off-topic,34.169021734560395,-117.26354660487522
283,"tion and overwhelmed him. Initially, anyway. Like #trying to put that waterfall out there through a small tube. Or passin",off-topic,34.05406773558625,-117.88593287101477
284,"se their dive angle. He pulled the throttles back, #using the repulsorlift drives to slow their descent.",off-topic,33.959255748476494,-117.38476007244995
285,"Ready at my post, volunteering for Airdrie's Canada Day Parade. Starts @ 10am. Don't miss it!!  HAPPY CANADA DAY y'all!!  #bestplacetolive",off-topic,33.83054105511842,-117.43421650643025
286,@tiwilli12: Cenovus Donating $1M to #abflood relief incl. $250K immediately to @redcrosscanada; will also work w/ other community partners,on-topic,34.037537880959476,-117.34459125650386
287,Awww poor giraffes at the zoo. They may not make it due to all the stress. #poorbabies #BeautifulCreatures,on-topic,34.04847313300464,-117.16334945433698
288,"Woohoo, Happy Canada Day! We got some root beer flavored lollipops. @ Fort Calgary http://t.co/54UErgD5JT",off-topic,34.10978920436568,-117.6373473180241
289,I have been to Cambodia. And I have seen these children - they have nothing. But they're raising $ for #yycflood.  http://t.co/im3i8X9Zgh,on-topic,34.045447800861496,-117.34847410112336
290,So many diapers. I fucking love my city. @ Lakeview Community Hall http://t.co/TiIIzGdXe1,off-topic,33.7609032508908,-118.00594970370199
291,"Eramuth Bwua'tu, Esquire, sat in a chair beside Nek. His cane, black and simple with the handle carved to resemble a bea",off-topic,33.844156336941516,-117.3265134443602
292,Ohsh*t !! Goosebumps. Okay na siya but--- the baby didn't survive. Fudge! I'm not expecting this!,off-topic,33.980353146375364,-117.85430426656998
293,@roekeee @JAIMEBUIUM  invite next time will ya!?,off-topic,33.97580261864435,-117.7120739105073
294,@MetalGirlbuscus OMG! Have you seen Toby's high school yearbook photo? He hasn't changed!,off-topic,34.15175180373291,-117.41070901813279
295,"Update: State of Local Emergency: While significant progress has been made throughout the city, The City of... http://t.co/Xo7bKKjAuA",on-topic,33.804882344082436,-117.70546078339787
296,@jameskirby30 I'm 7 hours behind ye and that's well past its sell by date #GottaKeepItFresh,off-topic,33.69418875721734,-117.27699052357383
297,@Krywcun @krywcun @CC_Butterfield have heard people are posting on Kijiji,off-topic,33.84201846713419,-117.56486762365476
298,@cityofcalgary @CalgaryPolice is there anything I (or anyone) can do to help with the flood relief efforts?  #yycflood,on-topic,33.84712846952861,-117.90050610873799
299,"Props to @calgarystampede for sending volunteers to our @YMCA_Calgary and partners evacuation centre. #yyc comes together, always!",on-topic,33.817465562917896,-117.48882913809855
300,at w #instantfollow anting a thing does not mean getting a thing.,off-topic,33.96454660491194,-117.17626098441916
301,"It's the lesser of two evils...and to save lives, we'll have to live with it.",off-topic,33.97550470937021,-117.70540603222474
302,"Damn, this is going to effect my golf game  #yycflood",on-topic,34.056668138228254,-117.32897701585922
303,"I'm at Stephen Ave Mall (Calgary, AB) http://t.co/AcBJCF5YQo",off-topic,33.96469363750614,-117.36017232791056
304,@BlueJays #Whiff No one said this come back would be easy. Get those runs back! #GoJaysGo #LoveThisTeam,off-topic,33.85116555996477,-117.62823387816272
305,So sad. RT @Fan960Steinberg: It's a mess. #Flames President Ken King on the Saddledome. He says a total loss on the event level.,on-topic,33.770714045788225,-117.46001338913682
306,Having coffee in the Main Street of Bowness while the rest of the world thinks we are 'Underwater' @ http://t.co/rziOcrRoQ0,on-topic,34.07644997778612,-117.37853869821498
307,Let Jean Becq know be can work at my photo studio. #abflood #togs,on-topic,34.060933666364335,-117.34454586638718
308,But it always pays to be sure.,off-topic,34.16323769576475,-117.37573632086985
309,@GabbyDube @Tilena_Read I want so many!,off-topic,33.93517775286692,-117.67277634887286
310,And my fathers name is David what just happened here its fate,off-topic,33.95358575069236,-117.50033683578282
311,"What a week.  From the floods of Calgary, to a vacation.  Seeing old friends and patching things up with family. Now to win the Stanley Cup!",on-topic,33.99224449119675,-117.29721790115688
312,"@JafricanTing I feel for those who were evacuated =( Saw this photo,the dome is flooded to the 10th row of seats. http://t.co/C3Yzk7lnhj",on-topic,33.758770609494285,-117.13541625623483
313,The Sullustan blinked at him-an impressive gesture coming from eyes the size of ash angel eggs. What do you mean?,off-topic,34.015856270974965,-117.18177832566894
314,Pix of Lafarge construction under water http://t.co/rTcjXJw1r4,on-topic,34.05668354113287,-117.32138597934069
315,Moff Nezzors resounding victory at Ruan demonstrates the strength of the Empire and exposes the vulnerability of the,off-topic,34.079866677474165,-117.68424856827168
316,"Lake McKenzie Water Rescue: At 1:57 PM today, Calgary Fire Department (CFD) water rescue crews responded to Lake... http://t.co/pomsKjq4jC",on-topic,34.002973703515394,-117.75482553864745
317,I hope everyone is ok from the flood. #highriverflood #highriver #flooding,on-topic,33.75934886969016,-117.19009968069984
318,@RadioSweetie: It's hard cumming up with tweets when you're sexy AVI is distracting me. Thank you thank you very much. #TipsShadesAndWinks,off-topic,34.098539199296376,-117.61032460877534
319,TWITTER WHY YOU GOTTA BE LIKE THAT.,off-topic,33.97992141883988,-117.25867295320842
320,Solid victory crooked arrows! ! So proud of my bug! ! Two goals and absolute beast effort!  #offtonextround,off-topic,33.94524606911729,-117.13807223643977
321,"A trip to ZR Autos :) ... #Lamborghini Murcielago, loved the colour on it :) @ ZR Auto http://t.co/y8CVAOXgQU",off-topic,33.96515075650047,-117.22481042711537
322,.@calgarysbestpub has finished clean up and is starting abatement before they rebuild. Last week I http://t.co/cft2F3nA73,off-topic,33.76750817636033,-117.9282362270272
323,"Hard to tell, but that's the same sign as earlier. @ Stanley Park http://t.co/YhYd24QQmm",off-topic,33.93316154980147,-117.18836318562082
324,@strombone1 I hate you but you're better than Dubnyk. Come to Edmonton,off-topic,34.094932154484674,-117.43844567237197
325,"I like it when you smile, it's cute.",off-topic,33.9369710722211,-117.49253788886428
326,Nothing worse than a cracked out guy trying to fight you. #whydidileavemyroom #whyteaveprobs,off-topic,33.70853910473153,-117.87498463368286
327,"He peered back at her, just as bewildered. Rima? Is this your natural #color?",off-topic,33.896484097215485,-117.46904078612069
328,Wiz Khalifa can have whatever but my uncle dominates him x2,off-topic,34.10980222230494,-117.90254523343343
329,'The Sopranos' appeared on Wednesday 19 at the 15th place in the Top20 of Calgary's Trends: http://t.co/UbytFNPrdX,off-topic,34.0112592977548,-117.18662973561105
330,@crazy_mofo11 I like to snack when I watch you sleep,off-topic,33.77494461746716,-117.7298030845338
331,"#bowriver #yyc railway bridge failure stabilizing in last hour, railcars to be offloaded to tankers on parallel bridge. Lets hope",off-topic,33.71462972325472,-117.87038541066629
332,@DaRealGabriella I've heard but I still won't believe it until they say on tv or something,off-topic,34.012826303431325,-117.99651848763308
333,Anyone els bored as fuuuuck,off-topic,33.74946766503635,-118.02144292037852
334,"I'm telling you what I found in her cave, Fel replied evenly. #What you make of it is your business,",off-topic,33.70734432182563,-117.53109027847054
335,"raffic's at a stop:that one clump of men is still holding back, still #trying to get Skywalker up on their shoulders.",off-topic,34.174143950910214,-117.71454282235054
336,"@nenshi @ToriePeterson: When the state of emergency is lifted, I feel like the flame should be lit on the Calgary Tower. #yyc #yycflood",on-topic,33.96024507259565,-117.39746264007475
337,@kadijaRaymond are you guys gonna walk to castle?,off-topic,34.05021259266483,-117.98365582532942
338,"thing that might have picked up chemical or material traces from the speeder. She reached into her bag, retrieved a red",off-topic,33.73775960362023,-117.5262177330006
339,i love how summer smells!,off-topic,34.073694178378354,-117.3128768001662
340,"Good, Raaba thought. Directly before her, she saw Nolaa Tarkona emerging from a vault-locked chamber whose bent and batt",off-topic,33.91664938499577,-117.95873461006182
341,Sat 05:00: Mainly cloudy. A few thunderstorms beginning this afternoon. High 27.,off-topic,33.755308129643176,-117.79946561590518
342,"ing to Dagobah. In his #urgent need to find answers, had he missed something?",off-topic,33.735521376596964,-117.40697253671466
343,"@bcbeautygirl yes we are okay. I've taken in a friend, her 87 year old mom &amp; pets as they were evacuated. Watching the news &amp; staying dry",off-topic,33.81189233870695,-117.28220267972134
344,"see the first hints of a budding romance when it was happening right under his nose. Ben would deny it, of course, but",off-topic,34.00217641336863,-117.47247814082411
345,"If anyone had some time and energy, Jill and I could use a few hands to help muck out our basement! #yycflood #wetsos",on-topic,34.153680733864476,-117.52871652552776
346,Mon 16:00: Temp 28.2 C; Humidex 35; Wind ESE 18 km/h; Humidity 56%; Press 101.6 kPa / falling; Health Idx 2.4.,off-topic,33.81213271102071,-117.27478690237977
347,@hilary_anne_ most precious thing I've seen on twitter. Honestly,off-topic,33.89093645905874,-117.32982674729237
348,No thought of what to talk about #ThingsIHate,off-topic,33.95044263861021,-117.26035390835428
349,Shout out to Ward 9 team for their flood volunteer coordination in Erlton! Thanks for all your hard work!!! @gccarra #yycflood #Erlton #yyc,on-topic,33.696133687673175,-117.50971017290169
350,@MitchLucker__: imagine waking up &amp; seeing this bad boy next to you every morning. http://t.co/2tgPuae1wk DUNT DO DIS TO ME JEFF FEELS!1!!,off-topic,33.93948761048582,-117.85323282099037
351,@ABbugcounter any ideas on this guy? Found in wheat southwest of smoky lake. http://t.co/LxcOLo2K75,off-topic,33.987946581055105,-117.76349119745704
352,Lies Okotoks tells itself... The river only floods once every hundred years.,on-topic,34.03741529460043,-117.98667309289084
353,Edmontonians cleaning up after flooding: City of Edmonton officials said they will be reviewing how they... http://t.co/mFp4KlNd54,on-topic,33.794141492396456,-117.19708039533243
354,"Looking for a Finance Manager needed in Edmonton, AB - excellent opportunity! #job #hiring http://t.co/dPU65V8fkF",off-topic,33.701458754367515,-117.74641347858132
355,The present day really isn't that bad in terms of entertainment media and culture as many people paint it to be.,off-topic,34.110632118922304,-117.80514999202057
356,After a 73 hour work week ima eat enough pasta to induce me into a food coma &amp; wake up sometime Monday,off-topic,33.7391460003393,-117.99324699563059
357,@keeg_james cutting lines and fucking dimes!! #alphawolfsquadronpaintcrew #shooter #letsgetweird,off-topic,33.72884852646862,-117.88838784222
358,"Three nights back to back outing with good m8, time for a break",off-topic,34.17600242635228,-117.73934310861478
359,Day hasn't even started yet and I already hate it http://t.co/3v8GPryKh8,off-topic,34.12720983660117,-117.17302648690404
360,@SugarplumLDN songs I sing to my daughters to put them to sleep,off-topic,33.7725326452576,-117.73720914562291
361,Tears to my eyes man... RT @jrmacpherson: We rebuild together. https://t.co/owOAP7EMjt #yycflood #yychelps #yycstrong,on-topic,33.94032913737283,-117.35340766590491
362,'Mario Chalmers' shows up at this time as Trend in Edmonton http://t.co/UrEEFgdOm0,on-topic,34.03271449973363,-117.33962212480975
363,f Nar Shaddaa and thrown to a pit of starved vr,off-topic,33.84939965570395,-117.76387037182094
364,@calgarytransit &amp; how are regular pass not affected? I'm out of work for 6 days because of this. If that dosent count nothing does #yycflood,on-topic,33.74818381082021,-117.87348567505568
365,@OilersJunkie why do you want that contract?,off-topic,33.720991440992755,-117.75647873338868
366,School Monday Is closed and exams are all cancelled!!! Thank The Lord!!,on-topic,34.07752277501777,-117.35874548499267
367,"I'm at Edmonton, Alberta - @cityofedmonton (Edmonton, AB) http://t.co/360ZcoIWIa",off-topic,34.04288008216019,-117.36308325929267
368,@tanisbrown A lot can happen in 10 minutes in this family Tanis,off-topic,34.14620941336877,-117.3773972107766
369,#medhat @CHAT945 will have the media scrum live with Ron Robinson to update on flood conditions coming soon tune in please,off-topic,33.99155204558563,-117.54879754781999
370,Warms my heart all the texts from people making sure I'm okay.,on-topic,33.74019970228511,-117.80563831915349
371,come them back with open arms. One must answer for one's #decisions.,off-topic,34.03367455733223,-117.37873803000613
372,Im going to loot some houses in Calgary tmrw for real doe empty neighbourhoods gonna get jacked,off-topic,34.16843907931559,-117.6580883302924
373,"Jamesons &amp; Rolling Rock with Darren, Tommy #albertaflood (@ Ship &amp; Anchor Pub) http://t.co/SD3ik2ZpHw",on-topic,34.03366311303432,-117.31719751123003
374,@stopbeingfamous Don't let them forget what so many Republicans thought of Mandela including Regan and Cheney.,off-topic,34.0028573547134,-117.55894479925695
375,The hashtag #UnionJFollowMeSpree took the 7th place in the Top20 of Calgary's Trends for Friday 28: http://t.co/D4b8ao3H8c,off-topic,34.089391056356746,-117.44801475653533
376,Thousands of Calgarian's turnout today to volunteered to clean up after the flood. You rock Calgary! #yycflood #yyc http://t.co/vgDJEFDbeb,on-topic,34.020634873515036,-117.45088059505123
377,RT @GreenMonster03: It's going to be a fluke goal that wins this friggin game!!!! C'mon #BRUINSSSSSSSSSSSSSSSSSSSS,off-topic,34.08751201667998,-117.75897827387367
378,How stupid I feel right now,off-topic,34.05543867056761,-117.22899084492096
379,Heading up above Lake Louise on the Plain of Six Glaciers Trail [pic]: http://t.co/ZPG9aLiz0Y,off-topic,34.15536604808394,-117.4957720937914
380,@C2MTL After 3 years of hard work i finally got the video of my act of the TED x event reppin Cirque dunSoleil http://t.co/rUHzZLc7Bk,off-topic,33.87045530980684,-117.82941672683177
381,Clean up effort for the Calgary flood. #yycflood #elbowpark @ Elbow And Riverdale http://t.co/2Bc1fHHJZW,on-topic,33.77216407061262,-117.77144710588233
382,@theCHIVERY please pass the word that Alberta is in a crisis flood. Keep those affected in your thoughts.,on-topic,33.89727187844325,-117.6379156693914
383,"Insulator / Pipefitter / Scaffolder for Shutdown - Journeyman and Apprentice in Cold Lake, AB #job #hiring http://t.co/JvVs91PuVT",off-topic,34.051131564341574,-117.38830409162955
384,"Helping cleaning up downtown calgary #calgary #flood #nopainnogain @ Calgary, AB http://t.co/nZqzyjts1D",on-topic,34.032522389104535,-117.37830278960001
385,@nenshi you are doing awesome--but dude you have to get some sleep!  #powernap #calgaryflood,on-topic,33.835569644343394,-117.6032503097359
386,Flood Party Update #3: My pants took themselves off,on-topic,34.095754613641105,-117.16247862404836
387,"clone soldiers from the hull. A trooper in red-emblazoned armor flew past the #cockpit viewport, arms and legs flailing.",off-topic,33.86742127800547,-117.49327869279514
388,Congrats to the Blackhawks for winning the Stanley Cup*!  *shortened season Stanley Cup,off-topic,33.76854808102864,-117.60977013618377
389,Someone needs to buy me some halls. #coughingoutmylungs,off-topic,33.88659370739718,-117.53341776824799
390,The studio I record at flooded... #LNSDV1 might be pushed to a later date :(,on-topic,34.13309091542371,-117.31187920237056
391,"Bossk said, A thief, I think. Caught him with a fusioncutter, snooping around Jango Fett's ship.",off-topic,33.71604357252559,-118.0118481286152
392,"@elenasyr also, I make all the rules up as I go. #rules #danielknowseverything",off-topic,33.981840426345485,-117.40226246545423
393,"Clifftop residence, now, in #Montgomery http://t.co/lZPbA7g0Md",off-topic,34.16616328515046,-117.60975605300095
394,Many questions outstanding for #cprail about their actions during the flood crisis. #abflood,on-topic,33.81136920410455,-117.91822953009265
395,"hat was returned just #as quickly, then broken off. Daala found herself confused for a moment, until the image of Vaandt'",off-topic,34.13326581333046,-117.84411581709354
396,Nothing like a :16 second downpour to give us some much needed moisture. http://t.co/HHImyESBPu,off-topic,33.91559162145682,-117.25865210994507
397,born. But no living Keshiri could claim kinship to the distant Protectors. Whatever #status any native previously enjoyed,off-topic,33.98369340017724,-117.51872687362435
398,@ScottyRoblin wouldn't say a mile but maybe a half mile just another year in Jr will be fine but Hunter Shinkaruk #sigh,off-topic,34.10543030377027,-117.17899928177474
399,"Collection Officer needed in Edmonton, BC, Entry level! Apply today! #job #hiring http://t.co/SsEP298tYQ",off-topic,33.76033282352312,-117.43799559021741
400,"School Bus Drivers needed in Edmonton, AB, Great  perfect, secure, part-time job for you! #job #hiring http://t.co/G6QmzNpmYG",off-topic,34.00533249884981,-117.8899606688247
401,"And now. Well, here I sit with Leia captured and awaiting who knows what fate. Do you think she's in some #miserable cell",off-topic,34.15869405621325,-117.32222065718976
402,@beautifulgenny great news! How do we make appointments. ?,off-topic,33.971547976645496,-117.79263851523609
403,"@Crackmacs bit of a drive, but the Calgary Jewish center is offering free gym use to those whose home gyms are closed due to flooding",on-topic,33.974157340899595,-117.79734043804623
404,@Jay1972Jay Nope. Mid 80's. It's off Metallica's 2nd album Ride The Lightning.  84 I believe.,off-topic,34.15227340348196,-117.76225639996288
405,"@ZBettess Life! :) #ETAD studio in Sask, moving to new home, getting a dog, trading vehicle, seeing family, colour run race in NY! Lots! :)",off-topic,34.13660447174241,-117.47375601884659
406,"@brendanloy: Oh, no. No no no. NINETEEN FIREFIGHTERS DEAD in #Yarnell, AZ?!?! Good God. #fuckwildfiresomg no!",off-topic,33.807950090779165,-117.74197867669268
407,I'm at Country Hills Villas http://t.co/dNkTee2u5s,off-topic,33.981471697379575,-117.53826185329348
408,"A real man never stops trying to show a girl how much she means to him, even after he's got her.",off-topic,33.771531960787726,-117.41745747920879
409,@russellabird thanks Russel having a Fundraiser 12-3 at wye hall tomorrow great auction items up for grabs including several hot yoga passes,off-topic,33.96366369865229,-118.00766100725004
410,Can residents bring any volunteers into High River tomorrow to help them clean out their homes? Need to know! @LesStir #abflood  #highriver,on-topic,34.06785666618346,-117.36920127808085
411,@ashleymeller apparently not (yet) because of the berm. Never even knew what a berm was until yesterday!,on-topic,34.010545343570115,-118.01972089160486
412,@JavelinJamz tried replying but couldn't. We are here (Calgary). Shit is fucked. R u guys here? Should we do a house show???,off-topic,33.7798467233469,-117.82454040968219
413,r and #direct her battle.,off-topic,33.73131598632692,-117.90140442843273
414,"I'm at Canada Olympic Park (Calgary, AB) http://t.co/rH7AfJKaRp",off-topic,33.703634933274635,-117.26947504372473
415,he knew he would have to play up that fact if he hoped to enlist Poste in the search. The kid wasn't much with a blaster,off-topic,33.71674777621128,-117.70804657692148
416,"Update: State of Local Emergency: While significant progress has been made throughout the city, The City of... http://t.co/Xo7bKKjAuA",on-topic,34.06199856932087,-117.36825801521287
417,I'm helping my neighborhood - read about the @InglewoodYYC #yycflood rescue/evacuation on @EllisFun,on-topic,34.052604529390166,-117.51811135639745
418,@cderworiz be careful! take pics,off-topic,34.13186935705601,-117.18030892597375
419,"He'll definitely stand out in a crowd, said Mander. What do you think of his family?",off-topic,34.03066220567351,-117.83254380180448
420,@76for25 no shit ! It's real easy to tweet the score or say the team wins! I love when a player scores an they are like  Boston scored,off-topic,33.88658527393034,-117.8106058175849
421,'Canada' appeared on Tuesday 25 at the 18th place in the Top20 of Edmonton's Trends: http://t.co/EuKOxJpvFb,off-topic,34.04014536931011,-117.95718056316731
422,Text 30333 and write redcross all one word #redcross,on-topic,34.06970879216413,-117.14350527474217
423,Flood party update #1: Coles shirt is off already and we have duck hunt going,on-topic,33.80946669281586,-117.9570696410199
